Date,Open,High,Low,Close,Volume
2024-11-18 10:25:43.515971,100.75322505091897,100.9218594859054,99.37284771226238,100.44135281642676,311844
2024-11-19 10:25:43.515971,99.35680551347859,100.65308985195111,98.26826405895285,99.48405781671565,309174
2024-11-20 10:25:43.515971,100.04116101417506,101.76918237665076,99.47052580704056,100.38112188534275,410694
2024-11-21 10:25:43.515971,100.02621888657715,100.44941418740305,99.6282619189075,100.00701807430144,365028
2024-11-22 10:25:43.515971,98.96580261042769,99.65675714134593,98.48301306135825,98.80596607559482,325068
2024-11-23 10:25:43.515971,99.65917356592668,99.75812360149322,98.80220009097647,99.4306740506716,435074
2024-11-24 10:25:43.515971,97.99585796754815,98.23922486812135,95.76671451477289,97.97484960316461,135578
2024-11-25 10:25:43.515971,96.53005525927767,99.20279846559541,95.54931011943873,97.08759636830347,491459
2024-11-26 10:25:43.515971,97.10214297023253,98.17628342438077,96.75410644271537,96.84893136522156,251126
2024-11-27 10:25:43.515971,96.93882429002548,97.43458794197281,94.75615974589275,97.29272738170923,350047
2024-11-28 10:25:43.515971,97.98411287972509,98.0503747631342,97.39488986907905,97.62372996029971,292809
2024-11-29 10:25:43.515971,97.70439294063173,98.66737276304652,96.5402436354148,96.72883811192898,390208
2024-11-30 10:25:43.515971,97.18230076456497,97.58031119291428,96.58998255774362,97.50229881900093,175041
2024-12-01 10:25:43.515971,99.02431050320217,101.01582553580226,98.34528119030998,98.77421587755036,435412
2024-12-02 10:25:43.515971,99.13512905956368,100.70813090277474,99.0684316980252,99.31270926432083,461247
2024-12-03 10:25:43.515971,99.38756770029,99.44284403958852,98.83660890765444,98.96120049844552,128344
2024-12-04 10:25:43.515971,97.41082494218008,100.52908358070843,96.14719774842001,98.21508376928189,166891
2024-12-05 10:25:43.515971,97.54803618470173,97.85017009907297,97.28166702220486,97.71191185794083,229107
2024-12-06 10:25:43.515971,100.03677712609152,100.9797823038772,99.2645043330334,100.5089699826,357404
2024-12-07 10:25:43.515971,102.26082133799619,103.02354428268082,102.22065033756742,102.42237517419483,252653
2024-12-08 10:25:43.515971,102.70075728964105,105.52977506808084,101.31182484109365,103.32802883510635,357397
2024-12-09 10:25:43.515971,103.89812088351238,104.61464572011977,101.3517297941599,103.95923582338834,388560
2024-12-10 10:25:43.515971,103.32779375431608,103.58238466320269,102.99699825311866,103.39769798146256,311784
2024-12-11 10:25:43.515971,105.34673478381544,106.49188908622357,104.71755764831694,105.22955664926522,169986
2024-12-12 10:25:43.515971,106.45843510583599,106.8603010229336,105.14215800573413,106.24287970957373,402479
2024-12-13 10:25:43.515971,108.31532530383713,108.43689489863064,107.14097516521767,108.27710534867563,342626
2024-12-14 10:25:43.515971,105.22912608453868,106.5310137876542,103.77708324510701,106.22306040553585,271989
2024-12-15 10:25:43.515971,105.58004986465771,107.3042776893205,103.734946996068,106.54317178972602,337362
2024-12-16 10:25:43.515971,105.51789823143312,106.99595381296662,103.84720526224396,105.79690742476978,410507
2024-12-17 10:25:43.515971,105.19597052598624,106.47490067995354,103.33778121979209,104.7673211135538,281457
2024-12-18 10:25:43.515971,104.83906204994595,105.81119113832501,104.16386355540743,104.42735804580967,161824
2024-12-19 10:25:43.515971,104.21545453218707,104.51977360282784,103.38323748544062,103.70625468283671,446446
2024-12-20 10:25:43.515971,103.93047139653221,104.63310981197353,103.30295675042228,103.66803585672044,369245
2024-12-21 10:25:43.515971,106.6569536032486,107.1011574420137,104.68563744503652,106.72989821788752,281269
2024-12-22 10:25:43.515971,106.87964466420136,108.58965650408489,106.21663236064748,106.7933754954509,420420
